,createdAt,merchant,category,amount
5188,2021-09-07 01:38:14,Spotify,Entertainment,421.37
255,2021-09-07 09:57:17,Starbucks,Dining,183.97
3648,2021-09-07 13:26:13,Walmart,Shopping,370.24
2887,2021-09-07 16:29:10,Airbnb,Travel,324.15
5421,2021-09-07 19:09:54,Amazon,Travel,396.7
5730,2021-09-08 01:55:26,Netflix,Entertainment,44.13
2793,2021-09-08 04:30:45,Starbucks,Dining,124.33
2900,2021-09-08 09:37:42,Amazon,Travel,31.35
8790,2021-09-08 10:16:16,Walmart,Shopping,291.9
5757,2021-09-08 15:11:41,Uber,Travel,449.8
3273,2021-09-08 18:47:31,Amazon,Shopping,153.08
8245,2021-09-08 19:56:33,Spotify,Entertainment,212.21
4762,2021-09-08 20:26:49,Starbucks,Dining,275.24
9929,2021-09-09 00:37:11,Uber,Travel,371.4
519,2021-09-09 02:17:57,Amazon,Shopping,224.07
1651,2021-09-09 05:57:33,Best Buy,Shopping,209.04
3133,2021-09-09 08:06:27,Walmart,Groceries,194.7
5383,2021-09-09 08:21:31,Apple Store,Electronics,344.86
6368,2021-09-09 08:53:17,Spotify,Entertainment,23.58
9381,2021-09-09 09:35:01,Target,Health,361.93
1224,2021-09-09 10:01:36,Netflix,Entertainment,117.57
597,2021-09-09 12:06:06,Airbnb,Travel,496.68
4919,2021-09-09 12:56:37,Spotify,Entertainment,236.56
3153,2021-09-09 17:33:47,Walmart,Utilities,33.81
3144,2021-09-09 17:55:22,Apple Store,Shopping,254.35
6863,2021-09-09 20:03:52,Netflix,Entertainment,74.65
9512,2021-09-09 20:49:22,Apple Store,Shopping,308.76
7201,2021-09-09 21:16:18,Airbnb,Travel,198.54
9167,2021-09-10 03:35:52,Uber,Travel,445.96
2103,2021-09-10 06:16:00,Amazon,Entertainment,53.05
1121,2021-09-10 06:53:23,Starbucks,Dining,452.61
3706,2021-09-10 16:40:44,Target,Groceries,109.27
6832,2021-09-10 18:11:31,Apple Store,Shopping,433.23
7260,2021-09-11 01:35:43,Uber,Transportation,96.79
8338,2021-09-11 10:17:51,Best Buy,Electronics,68.02
5776,2021-09-11 16:09:28,Starbucks,Dining,242.76
3684,2021-09-11 19:52:47,Starbucks,Health,336.58
4801,2021-09-12 01:24:41,Airbnb,Travel,422.86
9311,2021-09-12 01:59:16,Uber,Transportation,462.11
3812,2021-09-12 03:07:12,Apple Store,Electronics,251.96
9455,2021-09-12 03:51:49,Airbnb,Travel,250.44
2320,2021-09-12 05:47:22,Walmart,Groceries,187.33
2855,2021-09-12 09:32:12,Walmart,Groceries,274.71
9660,2021-09-12 11:01:11,Apple Store,Shopping,405.88
609,2021-09-12 12:20:22,Airbnb,Travel,60.52
7338,2021-09-12 14:29:19,Starbucks,Dining,127.28
1195,2021-09-12 18:11:35,Amazon,Shopping,39.61
1816,2021-09-13 03:54:31,Target,Health,152.96
4753,2021-09-13 04:51:15,Walmart,Utilities,216.32
2319,2021-09-13 06:57:34,Walmart,Utilities,396.32
4086,2021-09-13 11:22:45,Netflix,Entertainment,164.96
8739,2021-09-14 01:14:10,Netflix,Entertainment,286.89
7791,2021-09-14 09:50:47,Apple Store,Shopping,473.88
1058,2021-09-14 10:45:24,Spotify,Entertainment,401.18
7413,2021-09-14 11:33:32,Starbucks,Dining,363.95
9134,2021-09-14 15:28:32,Best Buy,Electronics,257.82
1194,2021-09-15 02:25:44,Uber,Transportation,440.32
479,2021-09-15 04:28:57,Netflix,Entertainment,244.17
314,2021-09-15 09:22:59,Apple Store,Shopping,495.45
1062,2021-09-15 09:29:16,Target,Shopping,373.77
9214,2021-09-15 13:07:15,Amazon,Shopping,18.25
4319,2021-09-15 17:16:01,Best Buy,Electronics,256.2
7781,2021-09-15 19:11:04,Spotify,Entertainment,304.49
9768,2021-09-15 20:05:37,Airbnb,Travel,472.34
6989,2021-09-15 20:59:05,Apple Store,Electronics,320.1
3640,2021-09-16 17:20:03,Airbnb,Travel,96.45
5410,2021-09-16 23:00:50,Netflix,Entertainment,201.49
7345,2021-09-17 04:57:08,Target,Groceries,204.38
3496,2021-09-17 09:49:54,Spotify,Entertainment,344.59
9880,2021-09-17 21:20:19,Netflix,Entertainment,418.0
2453,2021-09-17 22:47:03,Starbucks,Dining,498.71
6275,2021-09-18 04:56:14,Netflix,Entertainment,188.72
2261,2021-09-18 05:38:33,Spotify,Entertainment,172.66
1862,2021-09-18 07:09:30,Target,Health,447.35
9951,2021-09-18 12:35:04,Target,Shopping,18.29
4144,2021-09-18 17:30:06,Amazon,Shopping,311.26
9707,2021-09-18 20:24:34,Netflix,Entertainment,9.49
1153,2021-09-19 02:38:21,Spotify,Entertainment,176.37
3330,2021-09-19 03:44:47,Amazon,Travel,399.74
5417,2021-09-19 04:24:04,Amazon,Shopping,154.9
8017,2021-09-19 10:01:02,Uber,Travel,141.23
2244,2021-09-19 11:12:57,Uber,Travel,27.08
2797,2021-09-19 13:53:53,Uber,Transportation,355.55
7309,2021-09-19 14:30:37,Spotify,Entertainment,453.35
4089,2021-09-20 00:23:22,Netflix,Entertainment,210.62
5750,2021-09-20 02:54:07,Spotify,Entertainment,202.33
3394,2021-09-20 03:54:22,Amazon,Shopping,293.2
8830,2021-09-20 04:30:44,Apple Store,Shopping,432.46
1470,2021-09-20 06:23:19,Airbnb,Travel,228.47
6788,2021-09-20 13:19:54,Best Buy,Electronics,205.83
6616,2021-09-20 21:24:10,Uber,Transportation,477.47
7609,2021-09-21 04:32:24,Walmart,Utilities,339.27
9695,2021-09-21 06:04:52,Airbnb,Travel,384.96
1184,2021-09-21 09:40:02,Uber,Travel,92.23
6678,2021-09-21 11:52:13,Airbnb,Travel,484.75
8417,2021-09-21 12:32:57,Target,Shopping,395.39
3468,2021-09-21 13:51:56,Target,Groceries,7.75
8970,2021-09-21 14:56:59,Uber,Travel,436.73
5041,2021-09-22 09:43:13,Uber,Transportation,172.34
9680,2021-09-22 14:10:01,Best Buy,Shopping,331.83
5081,2021-09-22 15:04:34,Apple Store,Shopping,362.1
4410,2021-09-22 18:49:29,Airbnb,Travel,129.27
9040,2021-09-22 21:43:49,Airbnb,Travel,73.5
564,2021-09-22 23:50:06,Airbnb,Travel,476.29
8878,2021-09-23 01:11:18,Amazon,Entertainment,251.76
8471,2021-09-23 01:49:26,Target,Health,187.45
648,2021-09-23 02:22:49,Uber,Transportation,377.94
6329,2021-09-23 12:31:08,Amazon,Travel,334.36
9094,2021-09-23 21:53:20,Apple Store,Electronics,296.87
5444,2021-09-24 02:08:11,Netflix,Entertainment,405.36
5448,2021-09-24 07:41:52,Apple Store,Shopping,364.74
2983,2021-09-24 16:21:25,Airbnb,Travel,395.11
8076,2021-09-24 17:50:41,Starbucks,Dining,102.7
3147,2021-09-24 21:28:11,Amazon,Shopping,207.05
79,2021-09-25 01:00:26,Spotify,Entertainment,21.39
2743,2021-09-25 02:56:36,Airbnb,Travel,453.88
1549,2021-09-25 10:39:11,Apple Store,Electronics,139.95
706,2021-09-25 13:06:02,Starbucks,Dining,182.94
2019,2021-09-25 18:41:50,Amazon,Travel,323.31
427,2021-09-25 19:45:03,Walmart,Shopping,426.57
6860,2021-09-25 21:01:32,Netflix,Entertainment,204.06
5833,2021-09-25 21:20:26,Uber,Travel,323.9
220,2021-09-26 10:30:55,Best Buy,Shopping,331.08
1967,2021-09-26 18:32:24,Best Buy,Shopping,76.15
2409,2021-09-26 18:35:32,Amazon,Shopping,493.13
9445,2021-09-27 03:38:55,Apple Store,Shopping,174.19
2899,2021-09-27 10:35:37,Target,Groceries,277.2
9159,2021-09-27 12:11:10,Netflix,Entertainment,455.7
4195,2021-09-27 13:14:21,Apple Store,Shopping,327.48
2315,2021-09-27 20:05:11,Netflix,Entertainment,98.21
7267,2021-09-28 04:05:21,Airbnb,Travel,217.71
9492,2021-09-28 11:25:49,Airbnb,Travel,127.9
6172,2021-09-28 16:10:38,Airbnb,Travel,257.77
1832,2021-09-28 17:32:32,Target,Health,401.43
6515,2021-09-28 22:21:42,Netflix,Entertainment,498.01
2966,2021-09-28 23:04:47,Starbucks,Health,327.88
186,2021-09-29 03:14:52,Walmart,Utilities,63.93
698,2021-09-29 05:34:39,Airbnb,Travel,329.25
1975,2021-09-29 06:20:08,Uber,Transportation,227.66
8754,2021-09-29 16:45:58,Apple Store,Electronics,412.2
9161,2021-09-29 19:34:31,Amazon,Travel,208.49
6793,2021-09-29 21:54:05,Netflix,Entertainment,415.7
4228,2021-09-29 22:08:02,Netflix,Entertainment,487.96
81,2021-09-30 06:32:29,Target,Groceries,432.13
8000,2021-09-30 09:48:43,Apple Store,Shopping,135.49
5943,2021-09-30 13:02:30,Airbnb,Travel,147.26
4572,2021-09-30 18:03:13,Netflix,Entertainment,224.61
7128,2021-09-30 19:39:02,Target,Health,435.35
4874,2021-09-30 22:04:27,Walmart,Groceries,81.93
8391,2021-09-30 22:43:25,Apple Store,Shopping,300.0
429,2021-09-30 22:51:57,Target,Shopping,429.64
2755,2021-09-30 23:57:35,Starbucks,Dining,299.06
2220,2021-10-01 04:22:16,Target,Groceries,311.16
1176,2021-10-01 07:19:58,Walmart,Groceries,216.21
3942,2021-10-01 07:25:47,Airbnb,Travel,249.94
9817,2021-10-01 09:07:24,Airbnb,Travel,217.74
9922,2021-10-01 09:27:50,Netflix,Entertainment,77.41
7633,2021-10-01 09:32:51,Best Buy,Shopping,323.47
6333,2021-10-01 18:17:11,Target,Groceries,126.82
6057,2021-10-01 20:11:55,Netflix,Entertainment,386.75
683,2021-10-02 00:12:59,Apple Store,Electronics,310.88
6665,2021-10-02 03:46:44,Amazon,Shopping,368.64
3617,2021-10-02 08:27:46,Target,Health,185.43
7800,2021-10-02 08:59:09,Spotify,Entertainment,277.8
9183,2021-10-02 18:53:30,Netflix,Entertainment,400.13
5281,2021-10-02 20:03:09,Starbucks,Dining,43.19
2457,2021-10-02 23:16:36,Target,Health,300.77
1494,2021-10-03 03:36:04,Best Buy,Shopping,219.37
9143,2021-10-03 14:52:33,Uber,Travel,323.02
7439,2021-10-03 22:36:48,Uber,Transportation,338.04
2766,2021-10-04 03:03:33,Spotify,Entertainment,423.98
9416,2021-10-04 07:01:18,Best Buy,Shopping,140.99
1885,2021-10-04 13:42:16,Uber,Transportation,401.01
645,2021-10-04 19:27:55,Spotify,Entertainment,463.5
8643,2021-10-04 20:42:24,Apple Store,Shopping,110.82
8038,2021-10-05 09:07:06,Spotify,Entertainment,129.1
3380,2021-10-05 15:38:59,Amazon,Shopping,347.77
7666,2021-10-05 22:07:24,Apple Store,Shopping,418.65
5247,2021-10-06 02:33:26,Amazon,Shopping,365.23
8460,2021-10-06 03:09:28,Netflix,Entertainment,253.24
6652,2021-10-06 06:20:19,Best Buy,Shopping,191.21
1205,2021-10-06 06:36:25,Airbnb,Travel,86.7
1239,2021-10-06 15:17:28,Walmart,Groceries,432.35
3728,2021-10-07 04:19:26,Airbnb,Travel,430.22
7817,2021-10-07 04:43:48,Starbucks,Dining,162.17
8272,2021-10-07 06:23:47,Target,Groceries,20.97
6888,2021-10-07 09:01:53,Uber,Transportation,332.2
5186,2021-10-07 20:57:09,Best Buy,Electronics,159.99
7875,2021-10-07 22:09:17,Spotify,Entertainment,442.65
3057,2021-10-08 00:40:46,Target,Groceries,222.47
4552,2021-10-08 18:41:19,Amazon,Shopping,33.14
7670,2021-10-09 15:00:47,Spotify,Entertainment,419.57
8446,2021-10-09 17:32:46,Airbnb,Travel,304.46
7591,2021-10-09 19:27:51,Airbnb,Travel,486.99
9647,2021-10-10 06:10:14,Starbucks,Health,342.24
1128,2021-10-10 07:58:01,Walmart,Groceries,33.81
3913,2021-10-10 08:59:53,Best Buy,Shopping,254.28
2010,2021-10-10 15:15:24,Netflix,Entertainment,473.9
3301,2021-10-10 20:00:07,Uber,Travel,221.1
9649,2021-10-11 21:25:20,Netflix,Entertainment,192.61
2580,2021-10-12 00:10:46,Apple Store,Electronics,70.73
7530,2021-10-12 02:03:31,Best Buy,Electronics,142.25
3225,2021-10-12 02:26:28,Spotify,Entertainment,401.67
1526,2021-10-12 04:51:32,Walmart,Utilities,411.57
1385,2021-10-12 09:24:55,Spotify,Entertainment,252.99
3155,2021-10-12 09:51:09,Target,Groceries,286.97
2473,2021-10-12 10:24:55,Netflix,Entertainment,27.35
9915,2021-10-12 10:38:32,Netflix,Entertainment,423.99
9065,2021-10-12 17:13:52,Apple Store,Electronics,338.75
9100,2021-10-12 21:47:59,Best Buy,Electronics,309.31
2516,2021-10-13 02:03:14,Netflix,Entertainment,18.22
5592,2021-10-13 04:39:42,Starbucks,Health,249.01
3578,2021-10-13 05:21:04,Uber,Transportation,378.41
3113,2021-10-13 06:16:20,Uber,Travel,109.33
8637,2021-10-13 14:18:26,Spotify,Entertainment,101.74
836,2021-10-13 16:14:04,Airbnb,Travel,119.27
8828,2021-10-13 20:28:51,Best Buy,Shopping,131.21
2832,2021-10-14 08:25:17,Target,Groceries,380.81
3089,2021-10-14 08:33:26,Starbucks,Health,37.55
8495,2021-10-14 15:17:25,Uber,Transportation,338.31
8365,2021-10-15 05:45:10,Apple Store,Shopping,465.16
5799,2021-10-15 06:34:24,Airbnb,Travel,7.49
8181,2021-10-15 06:58:30,Amazon,Entertainment,112.54
4542,2021-10-15 10:05:40,Best Buy,Electronics,405.54
4943,2021-10-15 12:18:45,Starbucks,Dining,364.56
7335,2021-10-15 18:51:56,Amazon,Shopping,36.96
9277,2021-10-16 02:27:25,Airbnb,Travel,153.57
606,2021-10-16 03:18:24,Netflix,Entertainment,305.57
7874,2021-10-16 08:24:39,Spotify,Entertainment,409.48
571,2021-10-16 14:12:44,Netflix,Entertainment,16.42
6339,2021-10-16 15:16:07,Uber,Travel,30.52
9923,2021-10-17 00:16:18,Starbucks,Health,207.67
1154,2021-10-17 08:48:00,Target,Shopping,74.03
3603,2021-10-17 16:48:51,Netflix,Entertainment,197.88
3553,2021-10-17 17:30:43,Uber,Travel,478.86
2926,2021-10-17 20:22:17,Uber,Travel,496.31
132,2021-10-18 08:26:34,Airbnb,Travel,101.35
5543,2021-10-18 08:57:34,Amazon,Shopping,471.44
135,2021-10-18 09:31:04,Airbnb,Travel,66.34
8933,2021-10-18 16:05:25,Target,Health,11.51
9442,2021-10-18 16:40:06,Starbucks,Health,395.16
969,2021-10-18 17:21:26,Spotify,Entertainment,409.88
262,2021-10-18 19:48:40,Target,Shopping,478.98
6253,2021-10-18 20:24:34,Apple Store,Shopping,71.19
9841,2021-10-19 01:49:39,Starbucks,Dining,13.3
2155,2021-10-19 03:25:44,Starbucks,Health,455.71
2783,2021-10-19 11:39:07,Amazon,Shopping,65.25
4447,2021-10-19 19:46:08,Best Buy,Electronics,144.61
9308,2021-10-19 21:23:22,Target,Shopping,493.5
1126,2021-10-20 03:55:12,Amazon,Shopping,418.15
7475,2021-10-20 04:32:58,Apple Store,Electronics,140.1
5965,2021-10-20 07:31:41,Starbucks,Dining,427.57
8747,2021-10-20 09:12:52,Target,Groceries,19.27
2817,2021-10-20 09:25:56,Uber,Travel,316.91
9769,2021-10-20 12:35:37,Walmart,Shopping,108.77
3179,2021-10-20 13:30:51,Amazon,Entertainment,227.87
5358,2021-10-20 17:32:13,Best Buy,Electronics,285.39
2533,2021-10-20 18:12:45,Walmart,Groceries,129.32
2356,2021-10-20 23:28:02,Apple Store,Electronics,395.82
6641,2021-10-21 07:10:29,Starbucks,Health,284.21
814,2021-10-21 09:22:45,Netflix,Entertainment,133.78
4016,2021-10-21 16:07:56,Target,Shopping,481.76
892,2021-10-21 21:52:01,Target,Shopping,493.35
4336,2021-10-22 00:17:39,Spotify,Entertainment,14.9
9730,2021-10-22 01:10:45,Apple Store,Electronics,5.19
7307,2021-10-22 01:43:59,Starbucks,Dining,33.56
1238,2021-10-22 05:52:02,Amazon,Shopping,390.29
4051,2021-10-22 08:52:27,Starbucks,Dining,17.4
7212,2021-10-22 15:15:53,Uber,Transportation,83.64
5758,2021-10-22 19:09:53,Airbnb,Travel,418.95
4983,2021-10-22 21:38:16,Airbnb,Travel,265.28
3335,2021-10-22 21:59:30,Apple Store,Shopping,157.37
8154,2021-10-23 10:37:21,Target,Groceries,177.62
4201,2021-10-23 12:46:18,Walmart,Groceries,475.32
8237,2021-10-23 18:27:16,Airbnb,Travel,383.64
6012,2021-10-23 20:04:24,Apple Store,Electronics,97.25
845,2021-10-23 20:49:05,Apple Store,Shopping,171.29
3207,2021-10-24 00:34:13,Target,Shopping,167.5
6645,2021-10-24 09:49:17,Best Buy,Electronics,276.13
6117,2021-10-24 11:44:05,Best Buy,Shopping,478.28
6792,2021-10-24 13:20:08,Amazon,Travel,166.21
5438,2021-10-24 18:17:52,Netflix,Entertainment,306.48
8235,2021-10-25 12:40:31,Walmart,Groceries,441.37
283,2021-10-25 14:27:32,Best Buy,Electronics,438.66
1482,2021-10-25 20:11:52,Netflix,Entertainment,371.71
2291,2021-10-26 00:17:24,Netflix,Entertainment,380.46
2418,2021-10-26 04:24:32,Best Buy,Shopping,205.43
4332,2021-10-27 00:09:23,Uber,Travel,276.19
5568,2021-10-27 01:18:42,Spotify,Entertainment,393.4
8510,2021-10-27 02:52:16,Apple Store,Shopping,215.11
6901,2021-10-27 03:14:01,Amazon,Entertainment,391.42
8499,2021-10-27 05:51:38,Apple Store,Electronics,74.12
9559,2021-10-27 08:04:38,Walmart,Groceries,135.0
4529,2021-10-27 08:27:16,Amazon,Entertainment,453.54
1723,2021-10-27 09:30:01,Spotify,Entertainment,328.06
1236,2021-10-27 10:55:58,Walmart,Utilities,108.83
7571,2021-10-27 19:52:04,Target,Shopping,267.12
6834,2021-10-28 00:16:27,Starbucks,Dining,121.54
5428,2021-10-28 02:56:09,Airbnb,Travel,273.3
4682,2021-10-28 03:27:14,Apple Store,Shopping,64.55
7328,2021-10-28 05:12:04,Walmart,Groceries,177.79
6357,2021-10-28 05:20:58,Starbucks,Dining,217.28
2963,2021-10-28 06:57:02,Target,Health,190.7
9801,2021-10-28 11:09:24,Airbnb,Travel,211.89
7659,2021-10-28 12:23:00,Starbucks,Health,210.84
8996,2021-10-28 13:31:34,Netflix,Entertainment,32.44
8967,2021-10-28 18:13:27,Airbnb,Travel,492.39
172,2021-10-28 18:28:33,Apple Store,Electronics,422.96
7348,2021-10-28 23:40:24,Starbucks,Dining,89.32
1944,2021-10-29 01:13:42,Amazon,Travel,158.55
2804,2021-10-29 01:57:40,Amazon,Shopping,457.64
6936,2021-10-29 03:47:39,Amazon,Travel,366.39
3924,2021-10-29 05:34:03,Netflix,Entertainment,382.09
5100,2021-10-29 07:18:01,Airbnb,Travel,391.17
8958,2021-10-29 13:16:10,Spotify,Entertainment,419.17
4323,2021-10-29 16:05:19,Best Buy,Shopping,333.3
8849,2021-10-29 17:54:18,Airbnb,Travel,18.45
7311,2021-10-29 20:27:11,Uber,Travel,471.43
2308,2021-10-29 20:58:44,Target,Shopping,383.95
1818,2021-10-30 05:24:41,Airbnb,Travel,296.39
6786,2021-10-30 07:26:21,Netflix,Entertainment,244.5
5533,2021-10-30 12:53:40,Spotify,Entertainment,487.9
8798,2021-10-30 15:16:09,Walmart,Groceries,202.13
2922,2021-10-31 00:38:35,Walmart,Groceries,376.86
8214,2021-10-31 14:59:12,Starbucks,Health,61.61
9932,2021-10-31 21:09:54,Uber,Transportation,373.21
4294,2021-10-31 21:50:58,Spotify,Entertainment,231.95
4956,2021-11-01 03:41:26,Walmart,Utilities,458.3
5817,2021-11-01 03:50:27,Target,Shopping,178.31
3066,2021-11-01 05:23:10,Spotify,Entertainment,235.82
6937,2021-11-01 10:01:58,Spotify,Entertainment,396.99
9175,2021-11-01 13:47:49,Amazon,Shopping,411.45
8465,2021-11-01 17:01:40,Amazon,Travel,132.72
4623,2021-11-01 23:36:02,Best Buy,Shopping,145.61
1007,2021-11-02 01:25:14,Walmart,Utilities,388.58
8593,2021-11-02 02:27:48,Netflix,Entertainment,361.82
9545,2021-11-02 09:15:09,Apple Store,Electronics,118.68
6107,2021-11-02 12:39:38,Spotify,Entertainment,109.77
4991,2021-11-02 16:47:44,Uber,Transportation,272.31
4869,2021-11-02 20:04:54,Best Buy,Electronics,174.85
6380,2021-11-02 23:20:24,Walmart,Shopping,298.07
234,2021-11-03 01:39:22,Airbnb,Travel,464.32
3711,2021-11-03 08:37:08,Walmart,Groceries,149.28
3900,2021-11-03 13:43:55,Target,Shopping,192.46
2236,2021-11-03 18:13:48,Airbnb,Travel,260.62
68,2021-11-03 20:34:31,Walmart,Shopping,125.35
6079,2021-11-03 22:51:52,Netflix,Entertainment,159.74
5002,2021-11-04 01:15:48,Apple Store,Shopping,117.78
1552,2021-11-04 16:56:16,Amazon,Shopping,368.27
7191,2021-11-04 17:35:34,Spotify,Entertainment,373.76
2948,2021-11-05 13:01:18,Spotify,Entertainment,201.97
4140,2021-11-05 17:31:35,Target,Shopping,300.87
9709,2021-11-05 19:19:16,Uber,Travel,10.74
3303,2021-11-05 22:38:49,Amazon,Travel,444.28
4372,2021-11-06 00:59:52,Target,Shopping,101.23
1103,2021-11-06 04:38:48,Apple Store,Electronics,72.55
4205,2021-11-06 17:42:46,Uber,Transportation,435.68
920,2021-11-06 19:33:36,Amazon,Travel,289.33
2210,2021-11-06 21:14:48,Amazon,Entertainment,266.33
5725,2021-11-07 01:40:35,Airbnb,Travel,341.72
4938,2021-11-07 03:14:32,Target,Shopping,6.89
3370,2021-11-07 05:13:33,Walmart,Shopping,100.59
9882,2021-11-07 08:18:08,Airbnb,Travel,331.27
7959,2021-11-07 08:45:23,Starbucks,Health,209.39
5034,2021-11-07 09:27:04,Amazon,Shopping,416.43
3403,2021-11-07 14:18:05,Target,Health,7.14
2144,2021-11-08 08:02:16,Netflix,Entertainment,197.01
6963,2021-11-08 19:40:33,Spotify,Entertainment,148.35
9314,2021-11-09 04:29:28,Uber,Transportation,439.08
2564,2021-11-09 08:12:14,Netflix,Entertainment,68.17
7925,2021-11-09 09:36:32,Walmart,Utilities,422.68
9519,2021-11-09 14:10:37,Best Buy,Electronics,145.22
5647,2021-11-09 14:50:55,Airbnb,Travel,276.72
261,2021-11-09 19:38:00,Walmart,Utilities,376.18
1431,2021-11-10 00:09:39,Walmart,Groceries,109.15
6266,2021-11-10 00:48:50,Target,Health,20.74
4996,2021-11-10 02:36:58,Amazon,Shopping,159.88
8583,2021-11-10 09:02:23,Netflix,Entertainment,427.18
8357,2021-11-10 10:06:30,Target,Shopping,387.05
5904,2021-11-10 13:29:14,Best Buy,Electronics,92.16
5289,2021-11-10 16:00:27,Netflix,Entertainment,22.16
3757,2021-11-10 21:41:17,Best Buy,Shopping,365.58
4032,2021-11-11 03:30:10,Target,Groceries,494.52
7630,2021-11-11 03:34:19,Best Buy,Shopping,337.01
9228,2021-11-11 09:11:28,Spotify,Entertainment,82.66
2369,2021-11-11 14:18:14,Starbucks,Health,206.52
9740,2021-11-11 17:37:04,Apple Store,Shopping,411.04
4423,2021-11-11 18:55:42,Best Buy,Shopping,411.34
6362,2021-11-12 01:20:25,Apple Store,Shopping,10.53
6128,2021-11-12 03:59:32,Amazon,Entertainment,466.61
4498,2021-11-12 09:25:07,Apple Store,Shopping,29.81
272,2021-11-12 10:54:38,Apple Store,Electronics,82.38
3195,2021-11-12 11:02:56,Netflix,Entertainment,176.07
5501,2021-11-12 14:16:36,Apple Store,Electronics,178.05
4929,2021-11-12 15:51:38,Walmart,Groceries,51.94
6943,2021-11-12 23:23:27,Spotify,Entertainment,141.86
1355,2021-11-12 23:50:34,Starbucks,Dining,313.96
4838,2021-11-13 02:54:54,Walmart,Groceries,32.15
2967,2021-11-13 03:09:23,Spotify,Entertainment,278.0
5389,2021-11-13 08:49:36,Walmart,Shopping,169.39
1518,2021-11-13 10:33:45,Airbnb,Travel,113.33
1525,2021-11-13 12:42:10,Uber,Transportation,147.49
5418,2021-11-13 18:28:38,Amazon,Shopping,147.51
2313,2021-11-14 02:17:23,Best Buy,Electronics,51.62
9043,2021-11-14 03:18:11,Airbnb,Travel,70.83
7675,2021-11-14 06:19:54,Spotify,Entertainment,50.94
3817,2021-11-14 12:47:13,Spotify,Entertainment,391.09
2548,2021-11-15 00:02:16,Amazon,Shopping,28.05
3877,2021-11-15 05:45:52,Walmart,Utilities,206.22
3329,2021-11-15 06:17:23,Airbnb,Travel,175.38
2943,2021-11-15 13:22:52,Uber,Transportation,34.41
7188,2021-11-15 15:01:00,Uber,Travel,456.01
1657,2021-11-15 17:21:16,Netflix,Entertainment,104.01
6093,2021-11-16 13:30:37,Uber,Transportation,351.55
660,2021-11-17 00:53:20,Best Buy,Shopping,476.67
7198,2021-11-17 03:58:24,Netflix,Entertainment,308.99
3473,2021-11-17 06:32:49,Best Buy,Shopping,183.6
9343,2021-11-17 08:02:52,Spotify,Entertainment,148.91
